2022000011,62,81,93,52,75,95,87,1
2022000011,92,97,84,52,55,98,90,2
2022000011,87,92,39,79,61,88,95,3
2022000011,70,98,36,31,52,80,82,4
2022000011,52,97,94,31,71,75,96,5
2022000011,84,86,79,44,78,72,83,6
2022000011,71,78,53,67,50,92,96,7
2022000011,87,74,99,76,55,69,80,8
2022000021,83,98,100,85,63,94,83,1
2022000021,67,74,35,75,75,91,84,2
2022000021,53,61,41,83,64,73,96,3
2022000021,54,96,91,97,78,62,95,4
2022000021,58,75,33,85,67,76,90,5
2022000021,90,79,56,72,77,84,91,6
2022000021,86,89,42,57,71,90,99,7
2022000021,60,85,56,82,52,70,99,8
2022000031,69,71,66,88,97,88,84,1
2022000031,65,75,90,36,54,93,83,2
2022000031,50,61,52,49,92,72,99,3
2022000031,87,66,96,90,59,97,91,4
2022000031,78,72,70,75,57,95,85,5
2022000031,55,87,47,75,75,79,90,6
2022000031,98,69,100,90,68,61,100,7
2022000031,80,92,94,42,81,78,80,8
2022000041,83,91,74,88,73,83,94,1
2022000041,56,83,71,69,69,84,96,2
2022000041,76,100,50,42,98,90,98,3
2022000041,100,85,72,66,82,93,84,4
2022000041,77,96,31,51,74,64,83,5
2022000041,70,82,86,56,84,74,96,6
2022000041,84,97,78,94,53,90,87,7
2022000041,66,92,34,62,96,72,93,8
2022000051,97,68,72,59,72,98,87,1
2022000051,54,72,74,100,91,71,90,2
2022000051,55,74,94,88,96,93,98,3
2022000051,92,91,74,93,95,95,96,4
2022000051,74,81,63,83,54,90,84,5
2022000051,66,70,60,74,74,61,96,6
2022000051,91,86,67,33,87,60,92,7
2022000051,91,88,64,65,67,93,91,8
2022000061,80,93,65,53,97,95,89,1
2022000061,64,97,80,67,72,83,84,2
2022000061,55,90,57,41,52,81,98,3
2022000061,99,81,37,60,92,64,91,4
2022000061,58,87,91,84,55,70,85,5
2022000061,57,90,46,99,100,68,95,6
2022000061,86,88,72,97,58,97,93,7
2022000061,100,94,82,65,83,100,87,8
2022000071,88,84,44,80,50,89,90,1
2022000071,96,92,97,55,82,73,82,2
2022000071,90,66,95,57,79,67,99,3
2022000071,65,99,65,45,100,82,91,4
2022000071,79,94,41,86,67,94,80,5
2022000071,77,91,68,67,99,87,81,6
2022000071,94,82,53,95,59,96,89,7
2022000071,84,94,60,94,67,94,93,8
2022000081,95,89,72,95,52,92,87,1
2022000081,79,89,33,60,83,60,93,2
2022000081,55,100,45,34,70,74,95,3
2022000081,64,78,92,94,63,63,94,4
2022000081,94,79,98,87,54,90,90,5
2022000081,66,64,62,57,72,78,93,6
