2022000011,66,75,61,69,76,87,81,1
2022000011,71,89,87,57,50,69,87,2
2022000011,85,61,92,76,92,61,93,3
2022000011,89,79,54,56,68,70,86,4
2022000011,97,70,73,92,97,91,81,5
2022000011,69,99,88,80,67,78,100,6
2022000011,60,85,71,98,78,72,91,7
2022000011,84,74,36,48,84,65,91,8
2022000021,92,77,58,55,91,62,81,1
2022000021,76,82,81,61,51,93,100,2
2022000021,70,95,58,31,97,85,90,3
2022000021,83,77,82,91,58,75,90,4
2022000021,68,84,48,40,54,70,85,5
2022000021,98,72,96,33,64,97,80,6
2022000021,99,71,62,86,77,87,82,7
2022000021,60,91,80,37,79,81,92,8
2022000031,100,80,43,84,65,74,91,1
2022000031,50,96,37,46,86,98,86,2
2022000031,63,89,69,36,69,65,94,3
2022000031,65,67,47,51,100,71,96,4
2022000031,57,66,69,87,88,92,85,5
2022000031,91,91,99,73,64,75,96,6
2022000031,52,80,84,76,67,75,94,7
2022000031,60,91,96,68,94,89,100,8
2022000041,92,65,37,60,50,87,99,1
2022000041,81,81,58,69,79,83,91,2
2022000041,86,86,87,33,97,78,99,3
2022000041,59,93,90,94,82,85,84,4
2022000041,69,78,74,85,54,71,82,5
2022000041,51,82,79,99,72,89,85,6
2022000041,78,95,47,68,64,96,93,7
2022000041,66,92,80,87,79,72,83,8
2022000051,70,80,89,76,79,86,100,1
2022000051,67,76,44,87,78,90,81,2
2022000051,97,60,36,63,92,97,87,3
2022000051,63,62,82,50,60,89,97,4
2022000051,85,100,51,50,89,87,100,5
2022000051,57,70,47,80,89,86,90,6
2022000051,72,69,69,84,65,65,80,7
2022000051,89,94,68,70,51,82,96,8
2022000061,53,98,44,98,68,90,90,1
2022000061,93,75,54,48,99,90,81,2
2022000061,77,61,62,77,98,92,82,3
2022000061,95,80,88,99,95,79,80,4
2022000061,93,69,37,47,93,97,81,5
2022000061,92,85,56,46,93,73,82,6
2022000061,85,92,60,31,66,86,89,7
2022000061,61,73,35,62,65,63,90,8
2022000071,75,83,73,50,96,91,95,1
2022000071,88,74,80,84,74,96,84,2
2022000071,73,62,83,46,97,70,96,3
2022000071,71,82,79,37,72,67,88,4
2022000071,95,70,91,57,89,83,100,5
2022000071,60,76,90,86,89,84,99,6
2022000071,85,100,49,32,55,61,98,7
2022000071,83,95,85,59,59,75,94,8
2022000081,81,62,70,49,69,84,92,1
2022000081,82,63,52,60,90,93,98,2
2022000081,78,95,84,91,78,85,89,3
2022000081,77,81,50,76,76,76,85,4
2022000081,77,80,44,92,61,96,96,5
2022000081,98,73,87,63,60,79,98,6
2022000081,60,92,62,63,79,65,92,7
2022000081,63,62,89,94,93,98,85,8
2022000091,78,93,59,51,96,79,90,1
2022000091,76,76,85,51,99,92,94,2
2022000091,96,78,95,93,77,77,95,3
2022000091,85,66,61,44,79,89,99,4
2022000091,89,61,39,57,100,95,89,5
2022000091,58,80,35,52,89,96,85,6
2022000091,61,65,82,80,53,80,89,7
2022000091,85,62,78,45,95,80,98,8
2022000101,93,98,83,60,74,66,92,1
2022000101,79,95,52,39,90,66,81,2
2022000101,92,87,40,34,97,66,81,3
2022000101,71,70,38,87,99,73,87,4
2022000101,74,62,60,73,81,62,100,5
2022000101,50,68,54,96,57,67,80,6
2022000101,65,68,92,86,57,78,100,7
2022000101,84,77,51,49,96,66,89,8
2022000111,80,63,32,50,84,90,93,1
2022000111,65,92,63,62,50,87,87,2
2022000111,63,68,50,62,95,63,95,3
2022000111,79,92,41,92,60,66,90,4
2022000111,56,74,40,31,97,67,99,5
2022000111,84,78,66,31,80,77,89,6
2022000111,94,60,93,62,58,67,99,7
2022000111,96,79,71,73,94,77,100,8
2022000121,83,83,65,83,62,60,95,1
2022000121,92,96,70,80,65,68,80,2
2022000121,51,60,60,40,97,91,100,3
2022000121,88,94,61,80,59,94,96,4
2022000121,73,65,70,57,51,64,86,5
2022000121,82,71,52,50,60,78,94,6
2022000121,52,82,66,96,56,94,85,7
2022000121,68,62,84,74,76,99,94,8
2022000131,57,96,39,51,60,94,90,1
2022000131,77,75,35,70,83,62,81,2
2022000131,92,71,88,46,94,86,89,3
2022000131,65,89,55,81,67,72,88,4
2022000131,86,94,76,49,92,96,80,5
2022000131,53,71,80,33,79,64,95,6
2022000131,75,86,80,46,51,64,84,7
2022000131,58,61,99,82,70,80,98,8
2022000141,52,69,72,34,80,88,94,1
